y,text,text_pt,processed_text,sentiment_label
neutral,The purchase sum is about EUR 10mn US$ 12.97 mn .,"O valor da compra é de cerca de EUR 10 milhões e US $ 12,97 milhões.",purchase sum eur mn u mn,2
neutral,"A structures BIM ( building information modeling ) software from Tekla , a model-based software provider , has been adopted for the construction management and delivery of a university project in Abu Dhabi .","Um software BIM (modelagem de informações de construção) de estruturas da Tekla, um fornecedor de software baseado em modelos, foi adotado para o gerenciamento de construção e entrega de um projeto universitário em Abu Dhabi.",structure bim build information modeling software tekla modelbased software provider adopt construction management delivery university project abu dhabi,2
negative,"`` This is super nasty , '' said Eric Schultze , chief technology officer at Shavlik Technologies LLC , a St. Paul , Minn.-based maker of patch management tools .","""Isso é extremamente desagradável"", disse Eric Schultze, diretor de tecnologia da Shavlik Technologies LLC, fabricante de ferramentas de gerenciamento de patches com sede em St. Paul, Minn.",super nasty say eric schultze chief technology officer shavlik technology llc st paul minnbased maker patch management tool,1
neutral,"The new company , DiaPol S.r.l. , would manufacture tools meant for glass and stone pre-processing .","A nova empresa, DiaPol S.r.l. , iria fabricar ferramentas destinadas ao pré-processamento de vidro e pedra.",new company diapol srl would manufacture tool meant glass stone preprocessing,2
positive,Alma Media expects its net sales to increase as forecast previously .,A Alma Media espera que suas vendas líquidas aumentem conforme previsto anteriormente.,alma medium expect net sale increase forecast previously,0
neutral,To raise consumer awareness and encourage people to recycle their old mobile devices Nokia runs regular recycling campaigns around the world .,"Para aumentar a conscientização do consumidor e incentivar as pessoas a reciclar seus dispositivos móveis antigos, a Nokia realiza campanhas regulares de reciclagem em todo o mundo.",raise consumer awareness encourage people recycle old mobile device nokia run regular recycle campaign around world,2
neutral,"Outotec 's delivery covers the engineering , supply and construction of a circulating fluid bed calcination plant with a capacity of 1,600 tons of alumina per day .","O fornecimento da Outotec abrange a engenharia, fornecimento e construção de uma planta de calcinação em leito fluido circulante com capacidade de 1.600 toneladas de alumina por dia.",outotec delivery cover engineering supply construction circulate fluid bed calcination plant capacity ton alumina per day,2
positive,10 February 2011 - Finnish media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout .,"10 de fevereiro de 2011 - A empresa de mídia finlandesa Sanoma Oyj HEL: SAA1V disse ontem que seu lucro líquido de 2010 quase triplicou para EUR 297,3 milhões de EUR107,1 milhões para 2009 e anunciou uma proposta para um aumento no pagamento.",february finnish medium company sanoma oyj hel saav say yesterday net profit almost triple eur eur announce proposal raise payout,0
neutral,"Operating income was EUR -24.9 mn , including EUR 15.3 mn of restructuring expenses .","O lucro operacional foi de EUR -24,9 milhões, incluindo EUR 15,3 milhões de despesas de reestruturação.",operate income eur mn include eur mn restructuring expense,2
neutral,"Kemira , headquartered in Helsinki , Finland , is an international chemicals group comprising the business areas Kemira Pulp & Paper , Kemira Water , Kemira Specialty and Kemira Coatings .","Kemira, com sede em Helsinque, Finlândia, é um grupo químico internacional que compreende as áreas de negócios Kemira Pulp & Paper, Kemira Water, Kemira Specialty e Kemira Coatings.",kemira headquarter helsinki finland international chemical group comprise business area kemira pulp paper kemira water kemira specialty kemira coating,2
negative,The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running .,O grupo Elcoteq anunciou recentemente que os últimos três meses do ano anterior trouxeram para ele uma grande perda de mais de meio bilhão de coroas (EUR 32 milhões) pelo quinto trimestre consecutivo.,elcoteq group recently announce last three month previous year bring major loss half billion kroon eur mln fifth quarter run,1
negative,"In Finland , the Bank of +_land reports its operating profit fell to EUR 6.1 mn in the second quarter of 2008 from EUR 7.5 mn in the second quarter of 2007 .","Na Finlândia, o Bank of + _land informa que seu lucro operacional caiu para EUR 6,1 milhões no segundo trimestre de 2008, de EUR 7,5 milhões no segundo trimestre de 2007.",finland bank land report operate profit fell eur mn second quarter eur mn second quarter,1
neutral,"Purchase it for the 12MP snapper , if nothing else .","Compre para o snapper de 12 MP, se nada mais.",purchase mp snapper nothing else,2
neutral,"Outotec , headquartered in Espoo , Finland , is a leading provider of process solutions , technologies and services for the mining and metallurgical industries .","A Outotec, com sede em Espoo, Finlândia, é fornecedora líder de soluções de processos, tecnologias e serviços para as indústrias de mineração e metalurgia.",outotec headquarter espoo finland lead provider process solution technology service mine metallurgical industry,2
positive,Incap Contract Manufacturing Services Private Limited has inked agreements with six new customers in India .,A Incap Contract Manufacturing Services Private Limited assinou acordos com seis novos clientes na Índia.,incap contract manufacturing service private limited inked agreement six new customer india,0
positive,`` We are pleased to welcome Tapeks Noma into Cramo group .,`` Temos o prazer de receber Tapeks Noma no grupo Cramo.,pleased welcome tapeks noma cramo group,0
neutral,"SSH Communications Security Corporation is headquartered in Helsinki , Finland .","A SSH Communications Security Corporation está sediada em Helsinque, Finlândia.",ssh communication security corporation headquarter helsinki finland,2
positive,"Press release 9 October 2009 Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna , Finland .","Comunicado à imprensa 9 de outubro de 2009 A Ruukki assinou um contrato para entregar e instalar as estruturas de aço para uma ponte sobre o estreito de Kyronsalmi em Savonlinna, Finlândia.",press release october ruukki sign contract deliver install steel structure bridge kyronsalmi strait savonlinna finland,0
positive,"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009 .","4 de fevereiro de 2011 - A fornecedora finlandesa de sistemas de comunicação de dados em banda larga Teleste Oyj HEL: TLT1V viu seu lucro líquido saltar para EUR 2,1 milhões no último trimestre de 2010 de EUR 995.000 no mesmo período de 2009.",february finnish broadband data communication system provider teleste oyj hel tltv saw net profit jump eur last quarter eur period,0
neutral,The changes in readership were not significant .,As mudanças no número de leitores não foram significativas.,change readership significant,2
neutral,"Operators only need to learn how to use one device for multiple levels of applications , including voice-directed operations .","Os operadores só precisam aprender a usar um dispositivo para vários níveis de aplicativos, incluindo operações direcionadas por voz.",operator need learn use one device multiple level application include voicedirected operation,2
